x,y,group
1.0676,1.8653,9
-0.93312,0.62913,9
-0.59438,0.84741,9
-0.61599,0.8066,9
1.1488,1.9153,9
-1.0405,0.57031,9
0.7529,1.6802,9
1.3209,2.0265,9
-0.11168,1.1422,9
-0.60247,0.83864,9
-0.29298,1.0383,9
0.77496,1.6844,9
-0.69987,0.79764,9
0.71843,1.6495,9
0.96508,1.7994,9
1.19,1.948,9
-0.53712,0.86338,9
2.9869,-0.34941,10
2.5571,-0.66422,10
3.3999,-0.048341,10
3.6004,0.071396,10
2.1654,-0.92687,10
0.44632,-2.1389,10
3.1457,-0.25766,10
0.26342,-2.2805,10
1.5421,-1.3688,10
0.95099,-1.7943,10
0.10874,-2.3709,10
0.072573,-2.4219,10
3.3431,-0.10928,10
3.1409,-0.24741,10
-0.053099,-2.5005,10
2.7488,-0.53018,10
3.4491,-0.027717,10
0.21929,-2.2785,10
2.6186,-0.61369,10
1.3409,-1.502,10
3.3044,-0.12576,10
3.5953,0.078911,10
0.90254,-1.8076,10
3.6582,0.13877,10
1.2071,-1.61,10
-0.97847,-0.69786,11
-2.493,-1.829,11
-1.9956,-1.4565,11
2.4825,1.795,11
-1.9714,-1.4033,11
1.1663,0.83405,11
-2.1636,-1.5396,11
-2.1468,-1.5376,11
2.5027,1.7706,11
-0.5418,-0.39644,11
2.1361,1.5462,11
1.5704,1.1406,11
-2.4288,-1.7813,11
1.0968,0.78103,11
1.8777,1.3878,11
-1.4828,-1.073,11
-1.898,-1.3891,11
2.2335,1.621,11
-0.20068,1.5126,12
-0.070967,1.639,12
-0.44358,1.3044,12
0.064908,1.749,12
-0.2579,1.4691,12
-0.10271,1.5894,12
0.0043507,1.7133,12
-0.14029,1.5787,12
0.013067,1.7032,12
-0.095032,1.6318,12
0.061198,1.7522,12
-0.51886,1.253,12
-0.19026,1.5455,12
-0.39525,1.3445,12
-0.022467,1.6634,12
0.029318,1.743,12
-0.57047,1.1966,12
-0.32106,1.4297,12
-0.41533,1.3173,12
-0.23523,1.4964,12
-0.43217,1.3032,12
-0.10925,1.6107,12
-0.39324,1.338,12
-3.1182,0.76339,13
-2.159,1.5302,13
-3.4611,0.50194,13
-2.9453,0.88297,13
-3.1994,0.70854,13
0.9962,3.9829,13
1.6919,4.5422,13
-0.33096,2.9557,13
-1.0011,2.409,13
-0.60519,2.7327,13
-0.12996,3.1135,13
-2.6714,1.121,13
-4.4552,-0.31369,13
-2.7653,1.0434,13
-0.093823,3.1216,13
-1.1276,2.3431,13
-1.786,1.8282,13
-4.4131,-0.26566,13
-2.6968,1.1074,13
-0.51144,2.7815,13
0.57408,0.12018,14
0.38463,0.017206,14
0.88308,0.32949,14
2.1765,1.1529,14
0.24492,-0.10029,14
0.14842,-0.16218,14
-0.35193,-0.46954,14
0.50534,0.098706,14
-0.72867,-0.69893,14
1.2102,0.54036,14
1.6694,0.83479,14
-0.75969,-0.74216,14
1.2982,0.599,14
1.7863,0.90588,14
-0.87587,-0.80735,14
0.42071,-0.0018902,14
-0.9015,-0.84754,14
1.4317,0.67667,14
-0.18738,-0.36246,14
1.4781,0.71358,14
2.1718,1.1626,14
-0.095917,0.44266,15
-0.092177,0.4589,15
-0.069873,0.4511,15
-0.1013,0.44724,15
-0.091569,0.45864,15
-0.09279,0.43838,15
-0.078365,0.44719,15
-0.078322,0.46287,15
-0.092594,0.46371,15
-0.061898,0.4549,15
-0.079935,0.44856,15
-0.08796,0.45437,15
-0.10529,0.4544,15
-0.090708,0.45391,15
-0.069964,0.45066,15
-0.086462,0.44886,15
-0.081758,0.4565,15
-0.053442,0.47265,15
-0.070159,0.45759,15
-0.088039,0.46253,15
